allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
0,4,13,0,0,0,1,11009,13,235,Senna,0,4,4641,9524,4641,8677,0,3,2,0,0,10,0,False,False,False,False,False,False,16,8657,7550,1,0,1,0,3179,6692,1018,3864,0,3009,3364,20,0,2,482,0,1,556,0,0,4085,0,0,0,0,1,0,1,3,0,50024,18138,7825,0,0,0,394,False,UTILITY,34,1514,0,50040,18138,736,12450,0,12637,4863,19,201,65,5,0,16,0,539,1,6,4,0,53,2,9,18,True
0,0,1,0,0,0,0,12354,14,39,Irelia,4,1,5180,24933,5180,29551,0,5,0,0,0,1,0,False,False,False,False,False,False,0,10414,9750,0,0,0,1,3153,1055,6673,3111,3051,1033,3363,18,1,3,353,2,1,714,19440,4210,8991,0,36,0,1,0,0,0,1,0,132737,12776,11250,0,0,0,157,False,TOP,17,1514,8,161470,17137,0,20595,20,6239,0,178,76,184,1,0,9292,150,354,2,2,7,0,19,0,2,8,False
4,0,7,0,0,0,0,10416,13,131,Diana,4,4,735,14741,735,29680,0,11,3,0,0,3,0,False,False,False,True,False,False,0,9508,8925,0,0,0,1,6665,3115,3191,3020,0,0,3364,19,0,3,0,0,1,536,115677,8581,7589,0,104,0,1,0,0,0,13,0,28698,2232,17963,1,0,0,481,False,JUNGLE,11,1514,70,173847,11795,0,26518,20,5169,0,52,180,306,1,0,29470,980,965,1,1,7,0,14,3,2,4,False
0,0,3,0,0,0,1,12176,14,81,Ezreal,4,2,3175,7588,3175,9289,0,5,1,2,0,12,0,False,False,False,False,False,False,13,11513,11525,0,0,0,1,3158,6675,1018,6672,3508,1036,3363,21,2,10,1140,6,2,837,19594,7944,4956,0,8,0,1,0,0,0,29,0,98181,16753,10845,5,0,0,593,False,MIDDLE,10,1514,4,125851,26162,0,15994,0,2597,0,160,113,99,1,0,8076,1463,192,0,0,7,0,12,2,1,6,False
1,0,7,0,0,0,0,9938,12,222,Jinx,6,1,3610,6353,3610,8640,0,5,0,0,0,0,0,False,False,False,False,False,False,0,10542,10100,0,0,0,1,6672,3046,1055,3006,3035,1018,3363,20,1,4,428,2,1,629,285,215,3471,0,14,0,1,0,0,0,3,0,107790,12768,12555,0,0,0,341,False,BOTTOM,16,1514,12,116196,14040,0,16057,2,2948,0,186,86,124,1,0,8120,1056,30,1,1,7,0,16,0,3,6,False
0,6,7,0,0,0,0,8274,11,412,Thresh,6,5,143,473,143,12571,0,4,2,0,0,5,0,False,False,False,False,False,False,3,6535,5825,1,0,0,1,2055,3190,3857,3801,3117,3067,3364,18,1,3,0,2,1,584,7451,3593,2820,0,0,0,1,0,0,0,6,0,4383,722,10486,0,0,0,468,False,UTILITY,35,1514,0,16624,4803,2213,13567,0,723,467,29,194,117,5,0,4789,488,259,0,0,7,0,37,3,6,14,False
0,0,4,0,0,0,0,15575,16,2,Olaf,0,1,6764,7227,6764,38802,0,6,0,0,0,4,0,False,False,False,False,False,False,5,11023,11000,0,0,0,4,6631,1055,3047,3143,3071,0,3364,20,0,1,0,0,1,356,0,0,11952,0,0,0,1,0,0,0,0,0,151363,7444,19070,0,0,0,64,False,TOP,16,1917,0,173050,11232,0,32135,0,13111,0,204,629,165,1,0,21686,3788,1113,2,2,11,0,10,0,0,6,False
0,6,5,2,0,0,0,13492,15,234,Viego,2,1,0,9489,0,31480,0,8,0,1,1,4,0,False,False,False,False,False,False,0,12541,12000,0,0,0,4,3071,3047,6632,6333,3082,0,3340,18,2,9,0,4,3,655,13304,2825,14299,0,120,0,1,0,0,0,33,0,134386,11856,21079,2,0,0,498,False,JUNGLE,13,1917,88,176919,15998,0,39300,6,15149,0,49,260,226,1,1,29228,1316,3921,0,0,11,0,22,0,5,6,False
0,4,9,1,0,0,0,16892,17,61,Orianna,7,3,570,570,570,17105,0,7,1,0,0,9,2,False,False,False,False,False,False,3,11729,12060,0,0,0,4,3040,3020,6655,3089,0,0,3363,23,0,2,0,0,1,535,138345,12259,18812,0,4,0,1,0,0,0,5,0,14452,378,9454,0,0,0,463,False,MIDDLE,17,1917,4,152798,12638,682,28800,0,2153,0,212,425,227,1,0,0,0,533,0,0,11,0,13,1,2,8,False
0,0,2,0,0,0,0,15790,16,81,Ezreal,8,7,0,1644,0,10670,0,9,0,1,0,14,8,False,False,False,False,False,False,0,14569,14350,1,0,0,4,3508,3042,3158,6691,6694,3155,3363,33,2,10,611,4,3,375,26699,8327,13768,0,12,0,1,0,0,0,9,0,160408,16098,10745,0,0,0,462,False,BOTTOM,4,1917,12,189500,24615,0,25898,0,7302,476,221,60,227,3,1,2393,190,1383,0,0,11,0,12,0,2,10,False
0,0,4,2,0,0,0,11313,13,63,Brand,18,6,205,7860,205,9717,0,8,4,0,0,2,0,False,False,False,False,False,False,0,8539,8100,0,0,0,4,0,6653,3853,3020,1028,3116,3364,22,0,1,0,0,1,386,88534,19572,10174,0,8,0,1,0,0,0,0,0,3936,569,13267,0,0,0,386,False,UTILITY,26,1917,8,97565,21156,0,24155,0,2509,0,78,157,191,1,0,5095,1014,713,0,0,11,0,86,4,9,43,False
0,4,11,0,0,0,1,18597,18,54,Malphite,2,9,3046,5536,3046,67704,0,3,4,0,0,7,2,True,False,False,True,False,False,3,14763,13350,0,0,2,0,3110,4401,0,3068,6662,3047,3364,32,2,9,0,5,1,827,82611,14347,11516,0,8,1,0,1,0,0,29,0,74357,7873,14318,0,0,0,232,False,TOP,31,1917,4,157328,22337,0,29556,0,2983,0,200,1817,121,1,0,359,116,3721,2,4,2,0,26,4,0,13,True
0,0,8,1,2,0,1,16457,16,104,Graves,7,8,4547,66236,4547,30197,0,4,7,4,3,9,0,False,True,False,False,False,False,10,17084,15525,0,2,3,0,3156,6692,3111,3071,3036,1038,3364,30,4,17,517,9,3,800,2643,1167,7765,0,158,0,0,0,0,0,11,0,200699,23443,21607,0,0,0,186,False,JUNGLE,22,1917,96,245570,27639,0,29961,13,16207,0,27,532,130,1,1,42226,3028,588,4,6,2,0,46,7,6,15,True
0,0,9,0,0,0,0,15791,16,112,Viktor,0,6,2303,10938,2303,19735,0,7,3,0,0,1,0,False,False,False,False,False,False,3,11426,10425,0,0,2,0,3157,6655,3145,3111,1058,1082,3340,22,0,2,0,0,1,821,133923,23603,9319,0,4,0,0,0,0,0,0,0,9781,44,9955,0,0,0,507,False,MIDDLE,20,1917,4,147345,24653,0,20109,0,984,0,183,267,241,1,0,3639,1006,834,1,1,2,0,24,3,2,11,True
2,4,13,0,0,0,1,15611,16,15,Sivir,4,3,8620,32484,8620,9803,0,5,0,1,1,11,5,False,False,False,False,False,False,0,14901,14400,0,2,3,0,6671,6675,3006,3036,0,3046,3363,21,1,5,537,2,2,541,1090,1090,9916,0,24,0,0,1,0,0,10,0,224832,19029,10246,0,0,0,215,False,BOTTOM,1,1917,12,240595,20260,0,21002,8,5290,831,231,11,169,3,0,14673,141,839,4,7,2,1,29,0,5,9,True
7,0,9,0,0,0,0,14044,15,101,Xerath,0,2,3496,5406,3496,8496,0,4,0,0,0,2,0,False,False,False,False,False,False,2,12445,10650,1,0,2,0,3853,6655,4645,3020,3165,0,3340,18,1,5,0,2,1,698,99306,26221,6102,0,8,0,0,1,0,0,11,0,5154,191,10953,2,0,0,334,False,UTILITY,32,1917,0,108160,29686,0,17382,4,1084,0,90,208,132,1,0,3699,3273,326,0,4,2,0,63,0,4,38,True
1,6,8,0,0,0,0,13638,15,555,Pyke,5,10,370,1650,370,18350,0,10,5,0,0,5,0,False,False,False,False,False,False,0,10794,10375,0,0,0,2,3857,6693,2055,3179,3117,3814,3364,28,1,6,0,2,1,322,0,0,9102,0,4,0,0,0,0,0,16,0,23030,5404,17023,0,0,0,113,False,UTILITY,18,2086,4,29175,7003,0,27082,0,6625,0,54,81,274,1,0,6145,1599,955,0,0,9,0,88,7,19,47,True
1,1,21,0,1,0,1,15520,16,234,Viego,0,3,2351,30753,2351,38558,0,7,2,2,2,13,0,False,False,False,False,False,False,6,15396,13800,1,1,1,2,3053,2420,3153,3047,1038,6632,3364,27,2,10,677,5,2,542,14865,5361,13773,0,113,0,0,1,0,0,62,0,146442,23338,30419,1,0,0,334,False,JUNGLE,29,2086,92,193435,29843,384,46594,0,25006,0,31,212,211,1,0,32126,1144,2402,1,5,9,0,28,10,7,3,True
0,2,14,0,0,0,1,17271,17,517,Sylas,4,8,3118,9350,3118,27978,0,8,5,0,0,1,3,False,False,False,False,False,False,0,13280,11650,0,0,1,2,4629,6656,3157,3158,3916,2055,3364,28,2,8,0,3,1,385,111722,16628,12967,1,0,0,0,1,0,0,0,0,7707,882,21041,0,0,0,469,False,MIDDLE,32,2086,0,128698,18450,0,34760,0,7994,0,182,373,288,1,0,9268,940,751,1,6,9,1,36,6,8,9,True
1,1,16,0,0,0,3,16878,17,222,Jinx,17,2,13061,28685,13061,11350,0,10,0,2,1,14,4,False,False,False,False,False,False,0,18869,17150,0,0,1,2,3006,6671,1053,3094,3031,3085,3363,24,5,13,823,3,2,317,8863,3352,6836,0,28,1,0,1,1,0,10,0,232175,33227,15254,2,0,0,172,False,BOTTOM,29,2086,22,245890,38031,0,22746,0,4466,0,235,158,281,1,0,4851,1451,655,5,7,9,0,24,0,5,9,True
0,0,16,0,0,0,1,17759,17,79,Gragas,1,7,3731,7085,3731,33956,0,6,1,0,0,8,3,False,False,False,False,False,False,2,13740,12625,1,0,0,2,4645,1058,3157,3158,1082,6657,3340,25,2,6,0,2,1,549,125333,26571,8544,1,4,0,0,0,0,0,2,0,12893,1707,25798,0,0,0,370,False,TOP,65,2086,4,155766,28692,0,36120,0,15835,0,197,348,226,1,0,17539,414,1777,1,4,9,1,26,3,3,14,True
2,4,8,0,0,0,0,16313,16,157,Yasuo,6,21,7046,8452,7046,38965,0,9,2,0,0,2,0,False,False,False,False,False,False,2,12771,11650,0,1,2,1,3091,3046,6673,3006,1055,0,3340,40,0,3,497,0,1,654,16179,2042,11674,0,4,0,1,0,0,0,8,0,143325,13709,20605,2,0,0,382,False,TOP,30,2086,4,162510,15751,0,32617,0,9347,0,177,151,287,1,0,3005,0,336,3,4,8,0,24,2,1,13,False
0,0,12,0,1,0,0,15220,16,64,LeeSin,1,6,346,44443,346,69872,0,8,3,0,2,5,2,False,False,False,False,False,False,0,14428,13125,0,0,0,1,3071,6630,2055,3047,6333,3155,3340,22,1,7,0,4,1,731,46695,3546,12577,0,146,0,1,0,0,0,2,0,155142,20524,22701,0,0,0,186,False,JUNGLE,25,2086,88,251628,24653,977,38075,14,16749,0,43,515,218,1,0,49787,582,2797,1,2,8,0,36,5,5,15,False
0,4,8,0,0,0,0,14358,15,236,Lucian,13,11,4731,28024,4731,15547,0,9,4,2,1,4,1,False,True,False,False,False,False,14,18961,18750,1,1,1,1,3158,6672,6694,3508,3026,3031,3363,30,6,21,774,6,3,430,9605,4864,11546,0,26,0,1,0,0,0,39,0,175576,43542,15219,1,0,0,757,False,BOTTOM,16,2086,12,198939,52099,0,27435,2,5831,0,175,181,250,1,1,13757,3691,669,0,3,8,0,41,4,6,16,False
0,2,12,0,0,0,0,15415,16,127,Lissandra,11,3,1483,9405,1483,18302,0,9,1,0,0,9,2,False,False,False,False,False,False,0,12558,12475,0,0,0,1,3158,4645,2424,6655,3089,3191,3363,19,1,6,0,2,1,364,145976,28192,10069,0,16,0,1,0,0,0,14,0,9462,1454,16173,0,0,0,214,False,MIDDLE,50,2086,10,156611,30819,0,26989,4,3219,0,173,324,283,1,0,1171,1171,746,1,1,8,0,28,1,4,12,False
2,0,24,0,0,0,0,12017,14,412,Thresh,5,10,3556,4166,3556,27871,0,8,7,0,0,3,2,True,False,False,False,False,False,2,11161,10175,0,0,1,1,3222,3857,2065,3067,3158,3050,3364,29,1,4,0,2,1,479,16519,10709,8165,0,0,0,1,0,0,0,26,0,6077,927,17960,0,0,0,504,False,UTILITY,56,2086,0,28156,12618,1594,27239,0,1919,186,39,230,268,2,0,5559,982,1114,3,5,8,0,80,7,17,33,False
0,1,5,1,0,0,0,15748,16,14,Sion,4,2,9091,11523,9091,146963,0,11,1,0,0,2,0,False,False,False,False,False,False,1,14151,13325,0,0,1,1,3084,3075,3047,3068,3181,1011,3340,24,0,3,44,0,1,410,80609,18780,29019,0,4,0,1,0,0,0,2,0,129354,21191,53861,0,0,0,847,False,TOP,54,1929,0,214020,43873,0,89043,4,7371,0,242,682,367,1,0,4057,3901,6163,2,3,9,0,22,1,3,10,False
0,0,4,0,1,0,0,13389,15,121,Khazix,0,1,0,7448,0,30950,0,8,0,0,0,7,0,False,False,False,False,False,False,0,13559,12350,0,0,0,1,6693,3142,6333,3047,3134,1028,3364,26,2,9,0,4,1,670,1260,1024,8039,0,106,0,1,0,0,0,4,0,137251,12058,24343,0,0,0,365,False,JUNGLE,5,1929,101,165090,14194,0,33737,0,11742,0,45,117,296,1,0,26577,1111,1355,0,0,9,0,16,0,5,0,False
0,0,5,0,0,0,0,16706,17,45,Veigar,2,4,3997,6995,3997,13614,0,4,2,0,0,2,0,False,False,False,False,False,False,3,12265,12350,0,0,1,1,1056,3916,3135,3040,3020,6657,3363,26,1,4,0,3,1,772,168209,25490,14865,0,2,0,1,0,0,0,0,0,10304,723,7607,0,0,0,253,False,MIDDLE,18,1929,2,187585,27309,0,23552,0,4571,0,216,37,111,1,0,9070,1095,1079,1,3,9,0,26,2,1,11,False
0,0,5,0,0,0,0,12631,14,202,Jhin,0,3,3641,11429,3641,10315,0,7,0,0,0,1,0,False,False,False,False,False,False,0,12291,12250,0,1,1,1,6676,6671,3009,3031,1036,1018,3340,19,1,4,1294,2,1,578,14959,1413,9922,0,7,0,1,0,0,0,0,0,115474,7343,12768,0,0,0,562,False,BOTTOM,26,1929,4,130944,9266,0,24017,0,8033,960,186,222,216,3,0,510,510,1326,1,2,9,0,17,0,1,10,False
0,0,10,0,0,0,0,10218,13,902,Milio,1,5,623,5828,623,10199,0,11,3,0,0,3,0,False,False,False,False,False,False,6,8174,7860,0,0,1,1,2065,1052,3853,3011,3114,3158,3364,25,0,1,0,0,1,407,16807,4201,11565,0,0,0,1,0,0,0,2,0,3101,684,9957,0,0,0,425,False,UTILITY,14,1929,0,24446,5341,4546,22317,0,5190,2788,23,169,287,5,0,4537,456,794,1,1,9,0,46,3,9,21,False
0,3,10,0,0,0,2,17916,17,897,KSante,18,2,3235,6239,3235,47176,0,6,0,0,0,4,0,False,False,False,False,False,False,5,12302,10900,0,0,1,1,6665,3068,4401,1033,1054,3047,3364,27,1,4,0,2,1,414,35016,4107,12991,0,8,0,0,0,0,0,22,0,132290,12241,19323,1,0,0,380,False,TOP,41,1929,2,169810,18523,759,32525,2,9219,0,211,509,186,1,0,2503,2174,210,2,4,5,0,17,0,1,9,True
0,0,11,1,0,0,1,17212,17,64,LeeSin,3,3,2157,60821,2157,88214,0,3,2,0,4,7,2,False,False,False,False,False,False,1,14642,12750,0,1,1,1,6333,6630,3071,3047,3155,0,3340,18,1,8,0,5,1,1054,46461,4674,11293,0,183,0,0,1,0,0,3,0,174464,21343,19244,0,0,0,186,False,JUNGLE,24,1929,103,271915,26697,882,37540,21,23976,0,32,650,128,1,0,50989,679,7001,2,4,5,0,32,2,1,11,True
1,4,11,0,0,0,5,15945,16,51,Caitlyn,11,10,10007,22508,10007,12281,0,5,3,3,1,8,2,True,False,False,True,False,False,7,18606,14775,1,0,1,1,6671,3006,3031,3036,1053,3094,3363,29,4,17,1626,5,4,515,8003,4651,7783,0,28,1,0,1,0,0,45,0,238242,49789,15574,0,1,0,757,False,BOTTOM,51,1929,16,262484,57960,0,24058,4,9286,576,198,236,170,4,1,16238,3520,700,2,7,5,0,38,4,4,12,True
0,2,14,0,0,0,1,17470,17,8,Vladimir,0,3,4488,7557,4488,17802,0,3,3,0,0,3,0,False,False,False,False,False,False,0,12481,11475,0,0,1,1,3152,3089,0,3158,1082,4629,3363,18,1,4,0,2,1,1041,174738,29628,16856,0,8,0,0,0,0,0,14,0,12085,937,15444,0,0,0,214,False,MIDDLE,4,1929,4,191165,31903,0,32378,0,38992,0,226,93,89,1,0,4342,1337,78,1,5,5,0,26,3,0,13,True
0,0,23,0,0,0,1,14727,16,99,Lux,5,10,3306,5889,3306,10427,0,4,7,0,0,3,0,False,True,False,False,False,False,0,13015,11375,0,0,1,1,0,3853,3157,4645,6655,3020,3364,27,2,8,0,4,1,661,71547,27588,3727,0,10,0,0,1,0,0,22,0,8491,1284,8759,0,0,0,504,False,UTILITY,78,1929,0,82308,30862,4478,12650,6,2178,0,39,284,117,1,0,2269,1989,163,1,6,5,0,71,7,9,22,True
0,0,7,0,0,0,0,13873,15,24,Jax,1,1,3178,12189,3178,19226,0,7,0,1,0,3,0,False,False,False,False,False,False,0,10384,9510,0,1,1,0,1054,3161,3082,3047,0,6632,3340,16,1,4,0,4,2,358,32526,6894,10156,0,4,0,0,1,0,0,0,0,57467,7452,12134,0,0,0,54,False,TOP,18,1717,4,100089,14346,0,24870,0,5000,0,140,71,194,1,0,10095,0,2579,1,3,3,0,22,0,7,7,True
5,6,12,1,2,0,0,12731,14,33,Rammus,0,2,615,22722,615,41318,0,4,1,0,3,5,0,False,False,False,False,False,False,9,9873,9475,3,0,0,0,3075,3067,3047,3068,3105,1028,3364,19,1,2,38,2,1,553,76193,6840,11309,0,118,0,0,0,0,0,15,0,25263,1449,15905,0,0,0,394,False,JUNGLE,36,1717,72,137443,8719,0,28265,7,15309,474,21,441,67,5,0,35985,430,1050,1,2,3,0,16,1,5,3,True
0,0,9,0,0,0,4,18019,17,13,Ryze,0,2,5112,20011,5112,18706,0,4,1,0,0,4,0,False,False,False,False,False,False,2,12693,11875,0,0,1,0,6657,0,3040,4629,1058,3020,3363,15,1,5,0,4,1,719,188674,24772,20882,0,22,1,0,1,0,0,0,0,12658,1215,11345,0,0,0,92,False,MIDDLE,34,1717,8,219185,26108,0,33071,10,5926,0,215,122,141,1,0,17853,121,843,1,3,3,0,19,1,5,9,True
1,8,12,0,0,0,0,16527,17,145,Kaisa,24,7,10619,41038,10619,13933,0,2,3,2,0,5,2,True,False,False,True,False,False,9,18553,17805,0,0,1,0,3072,3046,3156,6672,3006,6675,3363,24,2,14,551,12,4,1046,25637,7313,4659,0,32,0,0,0,0,0,18,0,197357,22287,8613,1,1,0,569,False,BOTTOM,4,1717,19,236221,32623,0,13928,4,3836,0,233,85,33,1,2,13226,3022,655,4,5,3,0,36,3,1,13,True
2,6,7,5,0,0,0,9424,12,555,Pyke,11,8,521,2823,521,12022,0,5,6,0,0,35,3,False,True,False,False,False,False,0,9169,8830,0,0,0,0,3855,6693,3142,1036,1036,3009,3364,30,2,7,0,4,1,726,0,0,11148,0,1,0,0,0,0,0,43,0,19272,6726,8162,1,0,0,184,False,UTILITY,27,1717,0,24676,8483,0,20635,1,4775,0,29,67,106,1,0,5403,1756,1325,0,0,3,0,76,6,6,32,True
0,0,2,0,0,0,0,12663,14,166,Akshan,7,2,1528,8751,1528,16149,0,4,1,0,0,0,0,False,False,False,False,False,False,2,11357,10975,0,0,0,1,1055,6672,3047,3153,3124,0,3340,24,2,9,1567,7,1,1209,6164,2354,8788,0,0,0,1,0,0,0,5,0,90037,15209,10796,0,0,0,49,False,TOP,7,1717,0,122251,21172,0,19894,0,4574,0,167,84,177,1,0,26050,3609,308,0,1,7,0,28,1,6,10,False
0,0,5,0,0,0,0,10992,13,76,Nidalee,0,3,0,19974,0,17507,0,8,2,1,0,1,0,False,False,False,False,False,False,0,9019,8950,0,0,0,1,3100,4636,3020,3191,0,0,3364,19,1,3,0,2,2,420,83011,10062,10752,0,104,0,1,0,0,0,2,0,13804,733,20950,0,0,0,399,False,JUNGLE,7,1717,72,129705,12033,0,32554,2,13995,626,26,88,200,5,0,32889,1237,850,0,0,7,0,50,2,11,15,False
0,0,5,2,0,0,0,15474,16,112,Viktor,3,4,4607,4607,4607,16124,0,2,2,0,0,9,0,False,False,False,False,False,False,4,14145,13000,0,0,0,1,3089,1082,6655,3111,4645,4630,3363,23,1,7,0,7,1,1498,170286,31408,8293,0,8,0,1,0,0,0,8,0,12258,844,5841,0,0,0,528,False,MIDDLE,27,1717,8,183537,33239,0,14743,0,1016,0,233,311,48,1,0,992,987,609,2,2,7,0,30,2,4,12,False
0,1,6,0,0,0,0,9685,12,221,Zeri,0,1,0,0,0,9925,0,6,0,0,0,9,0,False,False,False,False,False,False,0,8848,9000,0,0,0,1,3031,1055,0,6673,3006,0,3363,17,0,1,378,0,1,767,14596,4383,6717,0,13,0,1,0,0,0,0,0,75192,5319,8827,0,0,0,214,False,BOTTOM,2,1717,13,100808,9702,0,16141,0,2292,0,175,53,177,1,0,11019,0,597,0,0,7,0,13,0,2,9,False
0,2,7,0,0,0,0,8576,11,53,Blitzcrank,0,7,60,60,60,27363,0,12,3,0,0,8,0,False,False,False,False,False,False,3,6777,5600,0,0,0,1,3859,3190,2055,3067,3117,1006,3364,22,0,2,0,0,1,242,9896,5849,13187,0,0,0,1,0,0,0,13,0,3742,2092,13564,0,0,0,277,False,UTILITY,43,1717,0,16594,8561,0,29717,0,148,0,20,118,235,1,0,2956,620,2964,0,1,7,0,41,4,2,17,False
1,11,12,0,0,0,2,19454,18,126,Jayce,4,7,8549,16233,8549,43124,0,7,1,0,0,10,0,False,True,False,False,False,False,2,17772,16975,0,0,1,0,3156,3042,6630,3158,3071,3026,3363,27,2,10,0,4,1,545,25573,10343,13737,0,49,1,0,1,0,0,4,0,254238,33770,26060,0,0,0,527,False,TOP,20,2123,30,283168,46530,0,45501,14,19434,0,230,290,209,1,0,3357,2415,5703,3,6,5,0,44,1,8,13,True
1,6,22,1,1,0,2,18233,17,33,Rammus,13,3,1046,28953,1046,118386,0,7,1,0,1,5,2,False,False,False,False,False,False,0,14529,13525,0,0,1,0,0,3193,3068,3111,6665,3075,3364,24,2,7,0,2,1,625,121903,21064,10675,0,129,0,0,1,0,0,29,0,39371,4468,30686,0,0,0,716,False,JUNGLE,73,2123,84,213288,27138,0,46372,15,22048,915,57,886,236,4,0,52012,1604,5011,0,3,5,0,33,1,7,5,True
0,1,10,0,0,0,6,20084,18,112,Viktor,0,5,3042,7627,3042,34056,0,7,3,3,0,3,0,False,False,False,False,False,False,2,16269,15035,0,2,2,0,3157,3116,3165,3158,6653,4630,3364,25,3,11,0,6,2,422,208822,57351,12042,0,4,0,0,0,0,0,8,0,13820,783,18925,0,0,0,191,False,MIDDLE,53,2123,4,231246,58718,0,35101,0,7551,0,252,693,216,1,0,8603,584,4134,2,4,5,0,22,3,4,6,True
1,1,11,0,0,0,4,16049,16,498,Xayah,4,4,10649,41498,10649,21167,0,8,1,1,2,17,0,False,False,False,False,False,False,6,17047,15375,1,0,2,0,6675,6671,3156,1053,3006,3036,3363,25,2,11,614,4,2,583,3145,2000,8717,0,30,0,0,0,0,0,17,0,280391,37338,19901,0,0,0,148,False,BOTTOM,30,2123,14,290906,39399,0,32195,2,9766,872,257,55,250,4,0,7370,60,3577,5,6,5,0,31,1,5,11,True
9,4,32,0,0,0,1,16290,16,350,Yuumi,0,6,243,2642,243,6386,0,4,6,0,0,18,0,False,False,False,False,False,False,0,11039,10350,0,0,1,0,2065,3853,3504,3041,3114,3011,3364,24,0,4,0,0,1,592,32067,20288,2760,0,0,0,0,1,0,0,8,0,954,349,6576,0,0,0,413,False,UTILITY,35,2123,0,34689,22306,17277,11043,0,13859,10745,7,348,107,5,0,1668,1668,1705,0,6,5,0,69,6,1,38,True
0,11,15,0,0,0,0,14073,15,59,JarvanIV,45,7,1463,51905,1463,73817,0,8,6,0,2,14,1,False,False,False,True,False,False,6,13274,12850,4,0,0,2,1011,6630,3076,3071,3047,3026,3364,26,2,5,3,3,1,970,16605,1630,20362,0,138,0,1,0,0,0,62,0,165418,19797,24215,5,0,0,571,False,JUNGLE,38,2123,94,231631,22670,0,45647,12,16175,0,27,669,249,1,0,49606,1242,1070,1,2,10,0,40,6,7,6,False
0,0,5,0,0,0,0,18228,17,14,Sion,0,2,8789,10242,8789,110917,0,10,1,1,0,1,1,False,False,False,False,False,False,0,17005,16950,0,0,0,2,3748,3068,3084,4401,3047,3181,3340,26,3,11,0,4,2,674,75024,9666,31154,0,0,0,1,0,0,0,22,0,146819,23246,37402,0,0,0,573,False,TOP,66,2123,0,225335,33055,0,70129,0,2579,0,269,828,384,1,0,3492,142,1572,3,3,10,0,23,2,2,13,False
1,7,8,0,0,0,0,16985,17,8,Vladimir,11,2,2088,10009,2088,24241,0,6,2,0,0,19,1,False,False,True,False,False,False,0,13581,12650,0,0,0,2,3152,3089,3158,4629,1082,4630,3363,19,2,6,0,4,1,832,198673,20370,23110,0,16,0,1,0,0,0,28,0,10192,955,17863,0,0,0,214,False,MIDDLE,6,2123,14,212997,22962,0,42021,0,34004,0,244,103,215,1,0,4131,1636,1048,0,2,10,0,38,2,5,13,False
2,2,6,0,0,0,0,14284,15,81,Ezreal,16,3,0,3272,0,19560,0,8,0,1,0,21,0,False,False,False,False,False,False,2,11278,10650,0,0,0,2,2424,6632,3042,6694,3158,0,3363,24,1,6,0,5,2,548,25797,5747,17607,0,8,0,1,0,0,0,16,0,123407,20623,17323,0,0,0,666,False,BOTTOM,16,2123,4,156367,27619,0,35959,0,8991,0,175,166,257,1,0,7161,1247,1028,0,0,10,0,17,0,3,7,False
0,3,10,0,0,0,0,12467,14,29,Twitch,8,4,4004,7612,4004,16705,0,11,2,0,0,38,0,False,False,True,False,False,False,0,12439,11850,0,0,0,2,3115,2421,3853,4645,4644,3006,3363,23,0,5,0,0,1,272,36929,5206,21058,0,8,0,1,0,0,0,15,0,40387,7932,12810,0,0,0,428,False,UTILITY,12,2123,0,110477,26012,0,35492,8,2826,0,91,478,362,1,0,33160,12872,1623,1,2,10,0,63,2,12,25,False
0,0,2,0,0,0,4,11478,14,67,Vayne,0,1,3080,5703,3080,5724,0,0,0,0,0,1,1,False,False,False,False,False,True,1,9156,8200,0,0,0,0,1055,1083,2031,6673,3006,3124,3340,15,1,4,282,4,1,0,0,0,873,0,8,0,0,0,0,0,0,0,70276,9076,7810,0,0,0,179,False,TOP,4,1150,0,77298,11157,0,8726,5,3720,0,165,4,0,1,0,7021,2081,42,1,1,0,0,8,0,0,6,True
